Date,Open,High,Low,Close,Adj Close,Volume
2014-03-04,332.309998,337.149994,332.309998,337.149994,337.149994,346459500
2014-03-05,336.929993,337.799988,336.299988,337.059998,337.059998,429270800
2014-03-06,337.679993,338.899994,337.000000,337.279999,337.279999,489217400
2014-03-07,337.179993,337.510010,333.000000,333.059998,333.059998,358485500
2014-03-10,332.589996,334.779999,330.200012,331.399994,331.399994,322415800
2014-03-11,332.160004,333.390015,330.899994,331.489990,331.489990,326891800
2014-03-12,330.619995,330.619995,326.519989,327.950012,327.950012,370780700
2014-03-13,328.250000,328.700012,324.510010,324.510010,324.510010,340391600
2014-03-14,323.429993,323.429993,320.230011,322.230011,322.230011,417900600
2014-03-17,322.619995,326.260010,322.510010,325.829987,325.829987,285549700
2014-03-18,325.440002,329.459991,324.089996,327.929993,327.929993,344023900
2014-03-19,328.119995,328.850006,327.140015,327.630005,327.630005,402823700
2014-03-20,326.320007,327.739990,324.510010,327.670013,327.670013,333149900
2014-03-21,327.670013,329.109985,327.190002,327.910004,327.910004,505338800
2014-03-24,327.730011,328.000000,323.829987,324.390015,324.390015,288294600
2014-03-25,324.559998,328.980011,324.559998,328.570007,328.570007,264868800
2014-03-26,328.899994,331.970001,328.890015,330.929993,330.929993,352586900
2014-03-27,330.480011,331.700012,329.549988,331.399994,331.399994,268651400
2014-03-28,331.410004,333.959991,331.410004,333.760010,333.760010,369620000
2014-03-31,334.529999,335.940002,333.920013,334.309998,334.309998,404531100
2014-04-01,334.980011,336.940002,334.980011,336.350006,336.350006,384458800
2014-04-02,336.350006,337.380005,336.269989,336.929993,336.929993,402948900
2014-04-03,337.070007,338.450012,336.029999,337.250000,337.250000,338191100
2014-04-04,337.649994,339.859985,337.480011,339.179993,339.179993,323569000
2014-04-07,337.829987,337.829987,334.779999,334.959991,334.959991,278242400
2014-04-08,335.279999,335.709991,331.709991,333.890015,333.890015,395786500
2014-04-09,334.190002,336.250000,334.170013,335.160004,335.160004,294131200
2014-04-10,335.980011,337.149994,333.179993,333.410004,333.410004,313492300
2014-04-11,332.049988,332.049988,327.079987,328.769989,328.769989,356134700
2014-04-14,328.339996,329.790009,325.500000,329.790009,329.790009,366588000
2014-04-15,329.470001,330.320007,326.489990,326.579987,326.579987,386757700
2014-04-16,328.440002,330.820007,328.440002,330.820007,330.820007,300860300
2014-04-17,330.850006,332.450012,329.679993,332.429993,332.429993,298846600
2014-04-22,333.420013,337.390015,333.420013,337.029999,337.029999,285602400
2014-04-23,336.700012,336.910004,334.859985,335.049988,335.049988,267888000
2014-04-24,336.149994,337.839996,333.429993,336.130005,336.130005,265081400
2014-04-25,335.299988,335.299988,332.500000,333.500000,333.500000,218859200
2014-04-28,333.570007,335.589996,333.489990,334.130005,334.130005,208001500
2014-04-29,334.589996,338.119995,334.589996,338.119995,338.119995,267503900
2014-04-30,337.559998,338.359985,336.940002,337.890015,337.890015,307176400
2014-05-02,338.420013,339.200012,337.109985,337.760010,337.760010,271614400
2014-05-05,337.380005,337.399994,334.670013,336.890015,336.890015,212413900
2014-05-06,337.420013,338.049988,335.269989,336.040009,336.040009,236147400
2014-05-07,335.170013,336.730011,334.549988,336.029999,336.029999,276308300
2014-05-08,336.480011,339.559998,335.519989,339.559998,339.559998,280038000
2014-05-09,339.309998,339.309998,337.559998,338.540009,338.540009,247413600
2014-05-12,338.970001,341.170013,338.929993,340.959991,340.959991,238442400
2014-05-13,341.480011,342.049988,340.769989,341.890015,341.890015,255633300
2014-05-14,342.019989,342.100006,340.829987,341.589996,341.589996,264850700
2014-05-15,341.510010,342.709991,337.970001,338.500000,338.500000,408245700
2014-05-16,338.250000,338.989990,336.519989,338.989990,338.989990,385362000
2014-05-19,338.670013,338.899994,335.950012,338.510010,338.510010,256932600
2014-05-20,338.470001,339.380005,337.769989,338.320007,338.320007,229954100
2014-05-21,337.660004,340.480011,336.600006,340.339996,340.339996,245904600
2014-05-22,340.829987,341.579987,339.910004,341.019989,341.019989,217124100
2014-05-23,341.200012,341.940002,340.029999,341.760010,341.760010,195017700
2014-05-26,342.200012,343.690002,342.200012,343.690002,343.690002,192294300
2014-05-27,343.890015,344.779999,343.609985,344.470001,344.470001,225873400
2014-05-28,344.209991,344.489990,343.489990,344.290009,344.290009,244842600
2014-05-30,344.309998,344.970001,343.869995,344.239990,344.239990,333829700
2014-06-02,344.700012,345.540009,344.209991,345.079987,345.079987,205306100
2014-06-03,345.070007,345.070007,342.940002,343.480011,343.480011,195107500
2014-06-04,343.160004,343.670013,342.239990,343.559998,343.559998,202219600
2014-06-05,343.790009,347.579987,342.880005,344.989990,344.989990,311194100
2014-06-06,344.880005,347.440002,344.880005,347.299988,347.299988,328531400
2014-06-10,348.450012,349.709991,348.040009,349.709991,349.709991,234846400
2014-06-11,349.600006,349.649994,347.140015,347.739990,347.739990,246687400
2014-06-12,347.829987,348.920013,347.279999,347.829987,347.829987,221801000
2014-06-13,348.329987,348.329987,344.880005,347.070007,347.070007,223008800
2014-06-16,346.679993,347.130005,345.179993,345.519989,345.519989,208552100
2014-06-17,345.929993,347.040009,344.950012,346.420013,346.420013,216672200
2014-06-18,346.679993,347.489990,346.130005,346.130005,346.130005,203896900
2014-06-19,347.600006,349.049988,347.600006,348.149994,348.149994,235643000
2014-06-20,347.980011,349.149994,347.790009,348.089996,348.089996,366458500
2014-06-23,348.040009,348.140015,345.589996,346.309998,346.309998,191977200
2014-06-24,346.630005,347.329987,344.959991,345.570007,345.570007,221963600
2014-06-25,344.420013,344.420013,340.929993,341.940002,341.940002,331854700
2014-06-26,342.359985,343.010010,340.380005,341.859985,341.859985,284380600
2014-06-27,341.980011,342.799988,341.239990,341.970001,341.970001,208823300
2014-06-30,342.109985,343.260010,340.799988,341.859985,341.859985,273654400
2014-07-01,342.359985,344.959991,342.359985,344.890015,344.890015,425164500
2014-07-02,345.070007,346.390015,345.029999,345.679993,345.679993,271246000
2014-07-03,345.630005,348.929993,345.420013,348.910004,348.910004,256217200
2014-07-04,348.950012,348.950012,347.950012,347.950012,347.950012,225972600
2014-07-07,347.720001,347.920013,344.670013,344.799988,344.799988,203161500
2014-07-08,345.089996,345.350006,339.989990,339.989990,339.989990,294751500
2014-07-09,340.329987,340.660004,338.630005,339.959991,339.959991,264318400
2014-07-10,339.910004,339.910004,334.579987,336.369995,336.369995,362225800
2014-07-11,336.790009,338.049988,335.679993,336.910004,336.910004,273686700
2014-07-14,337.350006,340.290009,337.350006,339.790009,339.790009,228098200
2014-07-15,339.540009,340.239990,338.220001,338.420013,338.420013,255836800
2014-07-16,339.109985,343.160004,339.109985,342.970001,342.970001,269070900
2014-07-17,342.269989,342.269989,339.529999,339.739990,339.739990,244392900
2014-07-18,339.040009,339.739990,337.160004,339.660004,339.660004,227826300
2014-07-21,339.640015,339.750000,337.339996,337.950012,337.950012,184224500
2014-07-22,338.820007,342.549988,338.820007,342.440002,342.440002,207779900
2014-07-23,342.000000,343.920013,341.600006,342.859985,342.859985,231511900
2014-07-24,342.970001,344.809998,341.619995,344.329987,344.329987,282142300
2014-07-25,343.989990,344.850006,341.380005,341.950012,341.950012,264734800
2014-07-28,342.470001,342.890015,339.720001,341.339996,341.339996,211271100
2014-07-29,341.570007,343.489990,340.790009,342.269989,342.269989,214267000
2014-07-30,342.049988,343.109985,339.820007,340.440002,340.440002,262180700
2014-07-31,340.700012,341.029999,335.369995,335.989990,335.989990,381221600
2014-08-04,332.660004,333.000000,330.630005,331.149994,331.149994,233248900
2014-08-05,331.989990,333.730011,331.290009,332.100006,332.100006,270053700
2014-08-06,331.239990,331.239990,326.739990,329.190002,329.190002,380097200
2014-08-07,329.059998,329.929993,326.660004,326.959991,326.959991,344512100
2014-08-08,325.250000,326.209991,322.399994,324.910004,324.910004,321970100
2014-08-11,326.119995,329.809998,326.119995,329.359985,329.359985,211916600
2014-08-12,329.239990,330.190002,328.149994,328.739990,328.739990,204167800
2014-08-13,329.279999,330.630005,328.929993,330.019989,330.019989,222489200
2014-08-14,329.679993,331.589996,328.869995,331.040009,331.040009,244320100
2014-08-15,331.570007,333.929993,329.649994,329.720001,329.720001,241674400
2014-08-18,331.609985,333.910004,331.609985,333.600006,333.600006,175948700
2014-08-19,334.290009,335.640015,334.290009,335.489990,335.489990,173454800
2014-08-20,335.470001,335.709991,334.130005,335.299988,335.299988,171817300
2014-08-21,335.119995,337.609985,334.760010,337.510010,337.510010,196130300
2014-08-22,337.519989,337.890015,335.260010,336.750000,336.750000,201438000
2014-08-25,338.359985,340.459991,338.359985,340.459991,340.459991,165971000
2014-08-26,340.510010,343.059998,339.910004,342.959991,342.959991,213982500
2014-08-27,342.989990,343.989990,342.600006,343.329987,343.329987,239964000
2014-08-28,343.049988,343.049988,340.350006,341.049988,341.049988,252473300
2014-08-29,341.600006,342.730011,339.549988,342.000000,342.000000,254537400
2014-09-01,342.410004,343.369995,341.470001,342.859985,342.859985,155287100
2014-09-02,343.149994,344.339996,342.089996,342.750000,342.750000,237357400
2014-09-03,342.420013,346.450012,342.420013,344.970001,344.970001,258847500
2014-09-04,344.480011,349.420013,344.100006,348.890015,348.890015,362875100
2014-09-05,348.480011,348.600006,346.459991,347.570007,347.570007,256247100
2014-09-08,346.630005,346.630005,344.239990,346.089996,346.089996,222955600
2014-09-09,345.720001,346.730011,344.649994,344.869995,344.869995,255436200
2014-09-10,344.500000,344.769989,342.720001,344.700012,344.700012,222322900
2014-09-11,345.820007,346.179993,342.730011,344.269989,344.269989,207992600
2014-09-12,344.920013,345.170013,343.730011,344.269989,344.269989,183926900
2014-09-15,343.609985,344.750000,342.779999,343.910004,343.910004,211209200
2014-09-16,343.540009,343.540009,341.399994,342.839996,342.839996,235146200
2014-09-17,344.149994,345.130005,344.059998,344.390015,344.390015,246872400
2014-09-18,345.070007,348.100006,345.070007,347.779999,347.779999,269440800
2014-09-19,349.920013,350.850006,348.519989,348.519989,348.519989,565222200
2014-09-22,347.600006,347.899994,346.369995,346.690002,346.690002,231714000
2014-09-23,346.309998,346.309998,341.190002,341.890015,341.890015,263377500
2014-09-24,342.299988,344.420013,340.690002,344.350006,344.350006,270838700
2014-09-25,344.390015,346.040009,340.600006,341.440002,341.440002,325811900
2014-09-26,341.459991,343.049988,339.709991,342.299988,342.299988,228754500
2014-09-29,342.299988,342.769989,339.089996,340.989990,340.989990,211177200
2014-09-30,341.899994,343.820007,341.209991,343.079987,343.079987,292701200
2014-10-01,342.700012,343.649994,339.540009,340.220001,340.220001,277469200
2014-10-02,339.609985,339.609985,332.049988,332.049988,332.049988,356559700
2014-10-03,333.660004,335.720001,333.089996,335.190002,335.190002,245554800
2014-10-06,336.040009,337.850006,335.640015,336.000000,336.000000,230819500
2014-10-07,335.529999,335.529999,330.850006,330.850006,330.850006,306890300
2014-10-08,330.010010,330.010010,327.079987,328.000000,328.000000,317494600
2014-10-09,330.160004,331.589996,325.980011,326.670013,326.670013,339430600
2014-10-10,324.809998,324.809998,320.350006,321.619995,321.619995,366120300
2014-10-13,320.260010,323.390015,318.950012,321.559998,321.559998,286769200
2014-10-14,320.399994,322.209991,316.940002,321.529999,321.529999,334714900
2014-10-15,321.739990,321.739990,310.910004,311.359985,311.359985,447825500
2014-10-16,312.839996,314.570007,302.480011,310.029999,310.029999,659107300
2014-10-17,310.670013,318.920013,309.899994,318.679993,318.679993,449114100
2014-10-20,318.750000,319.170013,315.170013,317.010010,317.010010,304249900
2014-10-21,316.489990,323.739990,315.010010,323.739990,323.739990,378977800
2014-10-22,324.010010,326.299988,322.279999,326.109985,326.109985,322659800
2014-10-23,325.799988,328.730011,322.609985,328.260010,328.260010,322414400
2014-10-24,327.510010,328.170013,326.010010,327.170013,327.170013,314447300
2014-10-27,328.799988,330.059998,323.529999,325.100006,325.100006,396180200
2014-10-28,326.149994,328.660004,326.149994,328.250000,328.250000,301912600
2014-10-29,328.880005,330.329987,328.369995,328.779999,328.779999,304438100
2014-10-30,329.950012,331.239990,325.279999,330.709991,330.709991,380444700
2014-10-31,333.510010,337.029999,333.440002,336.799988,336.799988,424665000
2014-11-03,336.760010,337.679993,333.779999,334.250000,334.250000,286717200
2014-11-04,333.760010,335.820007,330.410004,330.880005,330.880005,321348200
2014-11-05,332.559998,336.459991,332.369995,336.359985,336.359985,301820200
2014-11-06,335.570007,339.700012,334.359985,337.079987,337.079987,362266900
2014-11-07,337.649994,338.309998,333.660004,335.250000,335.250000,328277700
2014-11-10,335.070007,337.709991,334.429993,337.709991,337.709991,238927100
2014-11-11,337.910004,339.500000,337.750000,338.929993,338.929993,280702000
2014-11-12,338.250000,338.709991,334.600006,335.089996,335.089996,325015700
2014-11-13,335.570007,337.239990,333.720001,335.859985,335.859985,308227100
2014-11-14,336.200012,336.619995,333.880005,335.630005,335.630005,269884000
2014-11-17,333.970001,337.720001,333.059998,337.250000,337.250000,250345900
2014-11-18,337.250000,339.690002,337.100006,339.299988,339.299988,269226600
2014-11-19,339.190002,340.420013,338.130005,339.149994,339.149994,262353500
2014-11-20,339.019989,339.019989,336.160004,338.279999,338.279999,269251100
2014-11-21,338.619995,345.540009,338.619995,345.239990,345.239990,361072700
2014-11-24,345.440002,346.369995,345.350006,345.720001,345.720001,282302100
2014-11-25,345.549988,347.899994,345.209991,346.279999,346.279999,343547000
2014-11-26,346.589996,347.809998,345.959991,346.279999,346.279999,237250300
2014-11-27,346.690002,347.959991,346.309998,347.489990,347.489990,207668700
2014-11-28,347.209991,347.510010,345.540009,347.250000,347.250000,277367900
2014-12-01,345.540009,346.339996,344.019989,345.640015,345.640015,267704400
2014-12-02,346.529999,349.010010,346.529999,347.369995,347.369995,249022600
2014-12-03,347.559998,350.049988,347.559998,349.339996,349.339996,255224800
2014-12-04,349.739990,350.989990,344.559998,344.839996,344.839996,337180200
2014-12-05,346.410004,350.970001,346.410004,350.970001,350.970001,295916000
2014-12-08,350.250000,350.420013,348.609985,348.609985,348.609985,196376200
2014-12-09,347.089996,347.089996,340.399994,340.480011,340.480011,352927100
2014-12-10,341.309998,343.420013,338.790009,339.320007,339.320007,288890400
2014-12-11,338.700012,340.299988,336.600006,339.309998,339.309998,297221100
2014-12-12,338.170013,338.170013,330.540009,330.540009,330.540009,291218700
2014-12-15,330.369995,333.130005,323.170013,323.290009,323.290009,344248400
2014-12-16,323.799988,328.910004,318.950012,328.880005,328.880005,479568600
2014-12-17,327.309998,330.230011,325.369995,329.339996,329.339996,362940500
2014-12-18,331.570007,339.049988,331.570007,339.049988,339.049988,367026100
2014-12-19,340.579987,341.750000,337.149994,340.299988,340.299988,465812500
2014-12-22,341.059998,343.399994,340.989990,341.970001,341.970001,203321500
2014-12-23,341.940002,344.059998,341.940002,344.059998,344.059998,170921500
2014-12-29,null,null,null,null,null,null
2014-12-30,343.640015,343.640015,340.880005,341.019989,341.019989,170168600
2015-01-05,340.579987,342.920013,333.839996,333.989990,333.989990,307877100
2015-01-06,334.320007,335.820007,330.850006,331.609985,331.609985,281556300
2015-01-07,332.410004,335.500000,331.649994,333.200012,333.200012,282695700
2015-01-08,335.149994,342.890015,335.149994,342.350006,342.350006,329959200
2015-01-09,342.049988,342.700012,336.279999,337.929993,337.929993,357016800
2015-01-12,338.489990,341.549988,336.630005,339.869995,339.869995,271740800
2015-01-13,338.850006,345.619995,338.260010,344.769989,344.769989,297805200
2015-01-14,342.600006,344.670013,338.309998,339.670013,339.670013,356539300
2015-01-15,341.500000,353.309998,332.779999,348.450012,348.450012,439614200
2015-01-16,349.309998,352.489990,345.220001,352.399994,352.399994,348708200
2015-01-19,351.329987,355.010010,351.329987,353.179993,353.179993,289086200
2015-01-20,353.739990,357.420013,353.739990,355.959991,355.959991,341276400
2015-01-21,356.570007,358.119995,353.290009,358.119995,358.119995,375177100
2015-01-22,358.920013,364.510010,357.540009,364.049988,364.049988,456948500
2015-01-23,365.500000,372.309998,365.500000,370.369995,370.369995,451459400
2015-01-26,369.679993,372.390015,368.480011,372.390015,372.390015,298459200
2015-01-27,372.260010,372.779999,367.079987,368.700012,368.700012,322338700
2015-01-28,370.350006,371.420013,366.700012,369.079987,369.079987,378340100
2015-01-29,367.760010,369.790009,366.279999,368.760010,368.760010,394003600
2015-01-30,369.109985,370.179993,366.309998,367.049988,367.049988,372882700
2015-02-02,366.920013,368.029999,364.260010,367.279999,367.279999,341659900
2015-02-03,368.350006,372.160004,368.350006,370.279999,370.279999,425929600
2015-02-04,370.500000,372.100006,369.079987,372.100006,372.100006,360664700
2015-02-05,371.609985,372.619995,369.970001,372.510010,372.510010,309158600
2015-02-06,372.209991,373.890015,370.929993,373.309998,373.309998,282566800
2015-02-09,371.640015,371.640015,368.040009,370.549988,370.549988,285013500
2015-02-10,371.049988,373.839996,369.309998,372.940002,372.940002,311941700
2015-02-11,372.890015,373.500000,371.140015,372.040009,372.040009,281828700
2015-02-12,371.600006,375.540009,371.429993,374.829987,374.829987,361039700
2015-02-13,375.190002,377.959991,375.190002,377.070007,377.070007,371866800
2015-02-16,377.059998,377.109985,375.910004,376.549988,376.549988,219499500
2015-02-17,376.209991,377.119995,373.790009,377.019989,377.019989,309375400
2015-02-18,378.019989,380.369995,378.019989,380.369995,380.369995,329170900
2015-02-19,379.250000,381.790009,377.350006,381.410004,381.410004,333826800
2015-02-20,381.250000,382.309998,380.690002,382.269989,382.269989,358047600
2015-02-23,383.640015,385.079987,383.190002,385.079987,385.079987,340355600
2015-02-24,385.399994,387.529999,384.429993,387.250000,387.250000,326822300
2015-02-25,386.989990,387.269989,385.690002,386.760010,386.760010,279729400
2015-02-26,387.290009,390.690002,387.010010,390.690002,390.690002,291776800
2015-02-27,391.140015,392.239990,389.579987,392.209991,392.209991,334982500
2015-03-02,391.820007,393.190002,389.660004,391.290009,391.290009,287740400
2015-03-03,391.570007,392.529999,387.480011,387.679993,387.679993,355626400
2015-03-04,388.019989,390.609985,386.850006,390.609985,390.609985,302837900
2015-03-05,390.850006,394.309998,390.850006,393.779999,393.779999,293788500
2015-03-06,393.630005,396.440002,393.510010,394.179993,394.179993,291330600
2015-03-09,393.329987,393.609985,390.709991,393.190002,393.190002,269203800
2015-03-10,393.309998,394.149994,389.429993,389.660004,389.660004,318207600
2015-03-11,390.570007,395.750000,390.570007,395.480011,395.480011,330568900
2015-03-12,395.630005,396.940002,395.220001,395.359985,395.359985,312861300
2015-03-13,395.790009,396.609985,393.980011,396.609985,396.609985,282905300
2015-03-16,397.250000,400.739990,397.250000,400.179993,400.179993,291732600
2015-03-17,400.119995,400.950012,395.730011,397.329987,397.329987,289647300
2015-03-18,397.640015,399.059998,395.720001,398.649994,398.649994,320555200
2015-03-19,399.049988,402.089996,398.510010,400.829987,400.829987,308363500
2015-03-20,400.570007,404.510010,400.380005,404.010010,404.010010,555576000
2015-03-23,403.299988,403.299988,400.070007,401.239990,401.239990,261438200
2015-03-24,400.410004,403.510010,399.220001,402.489990,402.489990,325045200
2015-03-25,401.630005,402.019989,397.549988,397.950012,397.950012,275155600
2015-03-26,396.149994,396.149994,390.649994,394.540009,394.540009,332593000
2015-03-27,396.079987,397.779999,394.579987,395.540009,395.540009,252895800
2015-03-30,396.029999,400.179993,396.029999,399.839996,399.839996,228243500
2015-03-31,400.070007,401.750000,396.000000,397.299988,397.299988,297771800
2015-04-01,396.390015,400.890015,395.149994,398.519989,398.519989,285503300
2015-04-02,398.209991,398.799988,397.230011,397.799988,397.799988,194946700
2015-04-07,399.209991,404.950012,399.209991,404.339996,404.339996,283365400
2015-04-08,404.369995,405.779999,404.029999,404.660004,404.660004,263908900
2015-04-09,405.450012,409.149994,405.450012,409.149994,409.149994,227295600
2015-04-10,409.899994,413.029999,409.899994,412.929993,412.929993,246439100
2015-04-13,412.640015,414.250000,411.730011,413.630005,413.630005,209224200
2015-04-14,413.880005,414.670013,410.369995,411.700012,411.700012,284765500
2015-04-15,412.279999,415.179993,412.170013,414.059998,414.059998,270412800
2015-04-16,414.309998,414.309998,410.429993,410.929993,410.929993,277342400
2015-04-17,410.220001,410.940002,403.119995,403.690002,403.690002,351405400
2015-04-20,404.119995,407.079987,404.119995,406.869995,406.869995,242795400
2015-04-21,408.269989,412.109985,407.820007,409.119995,409.119995,290366000
2015-04-22,409.640015,411.399994,405.929993,408.989990,408.989990,276392500
2015-04-23,409.390015,410.720001,405.109985,407.179993,407.179993,264137100
2015-04-24,407.299988,409.950012,406.920013,408.420013,408.420013,282504400
2015-04-27,408.670013,412.670013,405.559998,412.420013,412.420013,273553400
2015-04-28,411.869995,411.869995,403.859985,406.279999,406.279999,284868400
2015-04-29,407.070007,408.230011,397.220001,397.299988,397.299988,308723500
2015-04-30,397.429993,397.980011,393.459991,395.790009,395.790009,329345400
2015-05-04,395.109985,397.980011,393.869995,396.820007,396.820007,247565000
2015-05-05,397.779999,401.140015,391.010010,391.010010,391.010010,353095200
2015-05-06,390.459991,392.290009,387.160004,388.679993,388.679993,313339400
2015-05-07,387.369995,389.760010,381.850006,388.980011,388.980011,335026900
2015-05-08,393.750000,400.179993,393.750000,400.160004,400.160004,355635700
2015-05-11,400.040009,402.000000,399.410004,401.339996,401.339996,252291600
2015-05-12,399.920013,399.920013,393.089996,396.089996,396.089996,314214800
2015-05-13,396.760010,400.260010,394.380005,395.459991,395.459991,297190500
2015-05-15,398.559998,400.899994,395.230011,396.450012,396.450012,258652200
2015-05-18,396.239990,398.859985,393.779999,398.089996,398.089996,206107100
2015-05-19,399.929993,404.910004,399.929993,404.779999,404.779999,255318600
2015-05-20,405.320007,406.920013,403.600006,406.420013,406.420013,231024800
2015-05-21,405.839996,408.079987,404.640015,407.869995,407.869995,198590000
2015-05-22,407.829987,408.869995,406.230011,407.739990,407.739990,183408800
2015-05-26,407.630005,408.869995,402.700012,403.609985,403.609985,236026600
2015-05-27,404.209991,409.480011,404.010010,408.880005,408.880005,253697900
2015-05-28,407.769989,408.230011,405.010010,406.829987,406.829987,208250900
2015-05-29,406.660004,407.100006,399.649994,399.869995,399.869995,353844000
2015-06-01,401.079987,403.440002,399.329987,400.570007,400.570007,223825700
2015-06-02,400.869995,401.049988,395.540009,396.450012,396.450012,268003500
2015-06-03,396.720001,400.029999,395.760010,395.929993,395.929993,267451100
2015-06-04,395.290009,395.720001,388.549988,392.649994,392.649994,261950200
2015-06-05,391.630005,391.630005,387.019989,389.000000,389.000000,250775600
2015-06-08,388.950012,389.690002,385.390015,385.390015,385.390015,194372000
2015-06-09,384.850006,385.359985,380.100006,383.869995,383.869995,232184400
2015-06-10,383.200012,391.459991,381.799988,390.779999,390.779999,256497700
2015-06-11,389.700012,395.549988,389.299988,393.000000,393.000000,260553500
2015-06-12,392.769989,393.959991,387.209991,389.380005,389.380005,221883500
2015-06-15,387.700012,387.700012,382.850006,383.019989,383.019989,241970200
2015-06-16,381.779999,386.339996,379.010010,385.489990,385.489990,283411600
2015-06-17,385.529999,386.779999,382.549988,383.739990,383.739990,239150700
2015-06-18,382.739990,384.220001,378.070007,384.220001,384.220001,300387300
2015-06-19,384.959991,388.859985,384.850006,385.589996,385.589996,420095300
2015-06-22,388.309998,394.410004,388.309998,394.250000,394.250000,322304800
2015-06-23,397.200012,400.890015,397.200012,398.829987,398.829987,278107000
2015-06-24,399.269989,400.119995,395.890015,397.320007,397.320007,269118500
2015-06-25,395.709991,399.380005,394.309998,396.390015,396.390015,279733200
2015-06-26,395.179993,398.200012,393.119995,396.850006,396.850006,221699700
2015-06-29,390.779999,391.230011,384.010010,386.170013,386.170013,369846600
2015-06-30,385.459991,386.109985,380.829987,381.309998,381.309998,353287800
2015-07-01,382.760010,389.829987,382.760010,387.070007,387.070007,308170400
2015-07-02,387.480011,388.309998,385.420013,385.459991,385.459991,207224900
2015-07-03,385.609985,385.739990,382.100006,383.420013,383.420013,167444700
2015-07-06,380.779999,381.329987,377.329987,378.679993,378.679993,302337700
2015-07-07,379.519989,380.140015,372.739990,372.739990,372.739990,301510000
2015-07-08,372.359985,375.029999,371.329987,372.880005,372.880005,294560500
2015-07-09,373.880005,381.929993,373.850006,381.059998,381.059998,279811100
2015-07-10,384.369995,389.239990,384.369995,388.799988,388.799988,302418300
2015-07-13,391.279999,396.600006,391.279999,396.459991,396.459991,292141800
2015-07-14,396.179993,398.299988,394.799988,398.299988,398.299988,226501300
2015-07-15,398.839996,400.350006,397.700012,400.029999,400.029999,209089400
2015-07-16,401.510010,406.769989,401.510010,405.429993,405.429993,259395700
2015-07-17,406.609985,406.790009,404.929993,405.679993,405.679993,204550500
2015-07-20,405.899994,408.730011,405.899994,406.799988,406.799988,183755400
2015-07-21,407.540009,407.940002,401.850006,402.660004,402.660004,207607800
2015-07-22,401.279999,401.760010,399.559998,400.279999,400.279999,217054800
2015-07-23,401.519989,402.549988,397.299988,398.100006,398.100006,197409200
